effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.8232087885936398,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.12120816041731383,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2736703056680539,NA,NA,NA,NA
fixed,NA,(Intercept),0.0035775871828319992,0.029575175347665995,0.12096588239211688,15.75070731190038,0.9052477793307478
fixed,NA,SpeechStyle,0.36690570616244905,0.03322068125167494,11.04449675137081,14.007580488946,2.6781573968875094e-8
ran_pars,subj_id,sd__(Intercept),0.0881352397147634,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.006099263758661965,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.016426665509528777,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3151540248884022,NA,NA,NA,NA
fixed,NA,(Intercept),-0.016247749893463354,0.026501420303415273,-0.6130897781116088,15.41362715931636,0.548757415221971
fixed,NA,SpeechStyle,0.415285168336356,0.03395753802067552,12.229542909839454,14.097635745417207,6.7791882025505124e-9
ran_pars,subj_id,sd__(Intercept),0.05673887751445573,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.020043263623940474,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.03385032557811534,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2856427534879873,NA,NA,NA,NA
fixed,NA,(Intercept),-0.013326927598534632,0.02920677312179138,-0.456295789437667,23.000396895882535,0.652456793795738
fixed,NA,SpeechStyle,0.3771807050400171,0.042026496989841115,8.974830929429864,23.000307377807257,5.646418167970382e-9
ran_pars,subj_id,sd__(Intercept),0.09947154819215089,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.9258648772742217,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.14571514665320004,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),3.2617989683604366e-5,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2909056509174605,NA,NA,NA,NA
fixed,NA,(Intercept),0.026977627954591306,0.03346475322017133,0.8061505123644592,18.18019390033277,0.4305754528850396
fixed,NA,SpeechStyle,0.3343955539180051,0.0399749332283876,8.365131018668947,14.848554215767992,5.32479784907848e-7
ran_pars,subj_id,sd__(Intercept),0.09588158069500295,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.054623583951507036,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.04708735672647383,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2970847419448701,NA,NA,NA,NA
fixed,NA,(Intercept),-0.003883186045972201,0.033256394624447676,-0.11676509404653161,16.74474991192353,0.9084352422528525
fixed,NA,SpeechStyle,0.38762551468654216,0.043244732545490674,8.963531322081483,14.394267577537342,2.862557138162056e-7
ran_pars,subj_id,sd__(Intercept),0.06877485865003458,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999998286298701,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.035427590815538396,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.059841544121274425,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2975996560645908,NA,NA,NA,NA
fixed,NA,(Intercept),-0.017018269700254694,0.021705574732390476,-0.784050637224497,8.842637587171104,0.4534996773633234
fixed,NA,SpeechStyle,0.391091934591734,0.03192241326056154,12.251327347951714,9.707106039956775,3.1926647368241415e-7
ran_pars,subj_id,sd__(Intercept),0.016669290750095635,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.02341207135787457,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.048973125028464716,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.007517407876595178,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2947509846560082,NA,NA,NA,NA
fixed,NA,(Intercept),-0.021529964456493952,0.03401520521985415,-0.6329511851343247,16.480675839019536,0.5354502215842787
fixed,NA,SpeechStyle,0.3713958280923253,0.04393252326055176,8.453778670751014,14.058400476196104,6.951457163638552e-7
ran_pars,subj_id,sd__(Intercept),0.06861343497902295,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.014126725913431039,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.06088501136540053,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3090639180629862,NA,NA,NA,NA
fixed,NA,(Intercept),-0.003146059180282656,0.03164843953072238,-0.09940645500795238,15.00441236113417,0.9221315332895713
fixed,NA,SpeechStyle,0.3706924711740929,0.042804713957070584,8.660085231403842,13.322653441792507,7.763094396054664e-7
ran_pars,subj_id,sd__(Intercept),0.05878432195549811,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.8163584430833112,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.0529820640898819,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.05923976440195448,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28362403038600387,NA,NA,NA,NA
fixed,NA,(Intercept),-0.022284717526726745,0.03002145583852126,-0.7422930335754299,15.015496552141219,0.46936328431337815
fixed,NA,SpeechStyle,0.3849474005101797,0.0477018630313339,8.069860924662828,17.27534735891529,2.895072359637047e-7
ran_pars,subj_id,sd__(Intercept),0.09705375023022138,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.779807757443577,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1737477241159094,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.007136478005212109,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3105954161572378,NA,NA,NA,NA
fixed,NA,(Intercept),-0.012410700502512771,0.026854004911983725,-0.462154548015832,23.00014242105597,0.6483124650932888
fixed,NA,SpeechStyle,0.40920730942871125,0.03300663526072289,12.39772870504187,22.999973976084068,1.149808393389564e-11
ran_pars,subj_id,sd__(Intercept),0.08013565896816902,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.3915314821648517,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.06614646744259473,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2951010413705194,NA,NA,NA,NA
fixed,NA,(Intercept),-0.008813967382644013,0.02873265655133229,-0.3067578303070386,15.82195424382392,0.76302794322011
fixed,NA,SpeechStyle,0.39124105847495466,0.034460636942692406,11.353274146545331,14.000856776208504,1.897027943336518e-8
ran_pars,subj_id,sd__(Intercept),0.07459873186351401,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-1.0000000000000002,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.0019097212746969176,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.03192288111806302,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2992175322088625,NA,NA,NA,NA
fixed,NA,(Intercept),-0.002971541208273323,0.02569735065341111,-0.11563609215407096,32.438792997537824,0.9086538403776601
fixed,NA,SpeechStyle,0.3897558414258542,0.032968839000120126,11.821946214861677,47.35590491040421,9.839612917590445e-16
ran_pars,subj_id,sd__(Intercept),0.07357949437893398,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.07223271002454297,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28892282625566645,NA,NA,NA,NA
fixed,NA,(Intercept),-0.015749056312449952,0.02573967896270244,-0.6118590808871704,12.89031207571092,0.5512708416796812
fixed,NA,SpeechStyle,0.3755694091689448,0.03137396782440089,11.97073354798459,9.418822506498508,5.210881778443493e-7
ran_pars,subj_id,sd__(Intercept),0.06943964846039251,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.6846828433817912,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.0382891448948583,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.010968209228315333,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2928204382913253,NA,NA,NA,NA
fixed,NA,(Intercept),-0.013920530334933321,0.02895342630091718,-0.4807904318561548,16.46430679789108,0.6369921641161665
fixed,NA,SpeechStyle,0.36655819511907217,0.03474842552763484,10.548915225743238,14.032674920735742,4.694203763457919e-8
ran_pars,subj_id,sd__(Intercept),0.0754653080376056,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.01142174833397313,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.03675056623584176,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2880610545884704,NA,NA,NA,NA
fixed,NA,(Intercept),-0.018578984434723153,0.027066081308732295,-0.686430526192539,22.99983501148938,0.49930411518192963
fixed,NA,SpeechStyle,0.4181698543588806,0.041895813173348784,9.98118481741014,22.99979297360542,7.921798001386916e-10
ran_pars,subj_id,sd__(Intercept),0.08151114640266796,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.6846700472479494,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.142305521660188,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29580641223590287,NA,NA,NA,NA
fixed,NA,(Intercept),-0.01941805203072122,0.021561729402400413,-0.9005795253399042,358.8784059597767,0.36841585604682037
fixed,NA,SpeechStyle,0.419392318916483,0.03795527744021895,11.049644402600991,27.715498617591955,1.1550699386889408e-11
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.11071983409517722,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2987680865920739,NA,NA,NA,NA
fixed,NA,(Intercept),0.03147090045234507,0.02269055525216045,1.3869603499168937,22.999919855596914,0.1787497665083746
fixed,NA,SpeechStyle,0.3531317937843919,0.0312495546034142,11.300378461900067,23.00075829910208,7.25570012991138e-11
ran_pars,subj_id,sd__(Intercept),0.04863424268670629,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.5038115826588405,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.05877132588292215,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2827208033650566,NA,NA,NA,NA
fixed,NA,(Intercept),3.750022964203211e-4,0.03125812299083464,0.011996955048461403,15.780979364635419,0.9905784020579823
fixed,NA,SpeechStyle,0.34401288944902425,0.04006814991654747,8.585694377342657,12.719428411683126,1.197091318344076e-6
ran_pars,subj_id,sd__(Intercept),0.07968226992431653,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.054478498253809425,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.0658036127164328,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.04393150331666642,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30080546509084677,NA,NA,NA,NA
fixed,NA,(Intercept),0.005515572095528746,0.021508314532870536,0.25643906625502694,351.82753995292194,0.7977617083792615
fixed,NA,SpeechStyle,0.36843523767415615,0.0354546683985505,10.39172707899925,29.084865005593397,2.650202984160711e-11
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.08923922767412039,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29802794844883057,NA,NA,NA,NA
fixed,NA,(Intercept),-0.0029327380946766652,0.022021039663217775,-0.13317891160131198,107.9867364745488,0.8942997527484798
fixed,NA,SpeechStyle,0.4195166669206587,0.031200780334277204,13.445710729862013,103.10494149068141,2.0574685243355594e-24
ran_pars,subj_id,sd__(Intercept),0.025190912574658875,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.03682982187254456,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29669710388923104,NA,NA,NA,NA
fixed,NA,(Intercept),-0.03224065995786252,0.024558630501267793,-1.3128036580133473,41.50221086614771,0.19646243368658833
fixed,NA,SpeechStyle,0.40732348460630424,0.03171704891810372,12.842414363897793,343.3686385541058,4.2469219375203645e-31
ran_pars,subj_id,sd__(Intercept),0.049152000377347814,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.005008288256119992,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),8.457308189954221e-6,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.310600870760843,NA,NA,NA,NA
fixed,NA,(Intercept),-0.001991372267559517,0.02971924367012915,-0.06700615566341105,16.632711850786855,0.9473756703034597
fixed,NA,SpeechStyle,0.34720588974115946,0.03614233045264059,9.606627060092974,14.261617716845855,1.3076765479556824e-7
ran_pars,subj_id,sd__(Intercept),0.07724343797585838,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.029804786632903413,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.02847610807681325,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.319979846363498,NA,NA,NA,NA
fixed,NA,(Intercept),0.0011248367851893273,0.025884152417838716,0.043456581735089685,23.000290494257893,0.9657126467662669
fixed,NA,SpeechStyle,0.3977781036360819,0.036098459328792444,11.019254312574239,23.000071804251988,1.1879316271704535e-10
ran_pars,subj_id,sd__(Intercept),0.07253038671977687,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.710381030976988,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.09816412659737186,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29419839993633373,NA,NA,NA,NA
fixed,NA,(Intercept),0.031140835061875493,0.024516311052493786,1.2702088415829536,23.000074251542294,0.2167102173208764
fixed,NA,SpeechStyle,0.3240940929983093,0.036210421601499405,8.950298799749108,22.99990161830618,5.933811099696332e-9
ran_pars,subj_id,sd__(Intercept),0.05449694894821686,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.941398749870853,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.0925101600087414,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3027245710315374,NA,NA,NA,NA
fixed,NA,(Intercept),-0.007337173093454804,0.023978922309678963,-0.30598427229956005,10.744736187126914,0.765463493827653
fixed,NA,SpeechStyle,0.38670017257896755,0.03843935026411689,10.060008036607005,14.082105825287199,8.227311739191662e-8
ran_pars,subj_id,sd__(Intercept),0.03215379536886683,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.08020311517494978,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.09965080208553927,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.027758988895334433,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28919444272821027,NA,NA,NA,NA
fixed,NA,(Intercept),0.004612929988684216,0.022865525032271513,0.20174170425449256,358.40493160292334,0.8402331120840054
fixed,NA,SpeechStyle,0.40513232495123996,0.03887925286908908,10.420270325547847,30.40052264128238,1.490983398446136e-11
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.10574669738453686,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),7.11328664430905e-6,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3168340068646408,NA,NA,NA,NA
fixed,NA,(Intercept),0.007912133949159449,0.034895848369225796,0.22673568114587117,19.094329166263893,0.8230389915504662
fixed,NA,SpeechStyle,0.3783644884566693,0.04562317862339602,8.293251366371045,16.548869802816498,2.712138400027756e-7
ran_pars,subj_id,sd__(Intercept),0.10271279381147305,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.8174758509951776,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1122704372770836,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.05184509436988843,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2913640493755663,NA,NA,NA,NA
